ID,Impact Bond Name,Stage of Development,Dates - Date outcomes contract signed - (Value),Dates - Date contracts between all parties signed - (Value),Dates - Anticipated completion date - (Value),Dates - Actual completion date - (Value),Dates - Start date of service provision - (Value),Dates - Anticipated end date of service provision - (Value),Dates - Actual end date of service provision - (Value),Dates - Anticipated duration of service provision - (Value),Dates - Actual duration of service provision - (Value),Jurisdiction - Jurisdiction - (Value),Overall project finance – currency,Overall project finance – minimum,Overall project finance – exact,Overall project finance – max,Overall project finance – minimum in USD,Overall project finance – exact in USD,Overall project finance – maximum in USD,Overall Project Finance – maximum potential loss,Overall Project Finance – maximum potential return type,Overall project finance – maximum potential return,Overall project finance – investor repayment,Overall project finance - Total outcome payments made - Currency - (Value),Overall project finance - Total outcome payments made - Amount - (Value),Overall project finance - Total outcome payments made - Amount USD - (Value),Investment Details - Total Funds Invested - Latest - Currency - (Value),Investment Details - Total Funds Invested - Latest - Amount - (Value),Investment Details - Total Funds Invested - Latest - Amount USD - (Value),Investment Details - Total Funds Invested - Latest - Date - (Value),Investment Details - Internal Rate of Return - Target - (Value),Investment Details - Internal Rate of Return - Date - (Value),Investment Details - Internal Rate of Return - Latest - (Value),Purpose and classifications - Social challenge - (Value),Purpose and classifications - Policy sector - (Value),Purpose and classifications - Primary SDG goal - (Value),Purpose and classifications - Secondary SDG goals - (Value),Purpose and classifications - Primary SDG target - (Value),Purpose and classifications - Secondary SDG targets - (Value),Service and beneficiaries - Target population - (Value),Service and beneficiaries - Targeted number of unique service users or beneficiaries (total) - (Value),Service and beneficiaries - Actual number of unique service users or beneficiaries engaged (total) - (Value),success
INDIGO-POJ-0216,Ctalents SIB,Complete,2012-05-02,2012-05-02,2016-02-12,2016-02-12,2012-05-02,2016-02-12,2016-02-12,1381,1381,USA,GBP,116747.78,145934.73,175121.68,128422.56,160528.2,192633.84,29186.95,Fixed,36483.68,156879.83,GBP,133347.86,146682.65,GBP,145934.73,160528.2,2012-05-02,0.0805,2016-02-12,0.1058,Homelessness,Health,SDG 8,SDG 12,Target 6.2,Target 2.3,Disabled persons,471,468,1
INDIGO-POJ-0217,Sarban de Toekomst (Sarban the Future) SIB,Complete,2017-11-11,2017-11-11,2020-04-19,2020-04-19,2017-11-11,2020-04-19,2020-04-19,890,890,United Kingdom,USD,172361.78,215452.22,258542.67,189597.95,236997.44,284396.93,43090.44,Fixed,53863.06,230533.88,USD,195953.8,215549.17,USD,215452.22,236997.44,2017-11-11,0.0791,2020-04-19,0.0987,Youth unemployment,Health,SDG 13,SDG 15,Target 7.2,Target 7.4,Disabled persons,759,713,1
INDIGO-POJ-0218,Sticking Together SIB,Complete,2022-12-19,2022-12-19,2027-08-13,2027-08-13,2022-12-19,2027-08-13,2027-08-13,1698,1698,Australia,GBP,250428.62,313035.77,375642.93,275471.48,344339.35,413207.22,62607.15,Variable,78258.94,334948.28,GBP,284706.04,313176.64,GBP,313035.77,344339.35,2022-12-19,0.0526,2027-08-13,0.0665,Homelessness,Housing,SDG 3,SDG 2,Target 5.1,Target 6.3,Youth,550,557,1
INDIGO-POJ-0219,Side by side,Planned,2011-09-07,2011-09-07,2015-10-01,2015-10-01,2011-09-07,2015-10-01,2015-10-01,1485,1485,USA,USD,187713.37,234641.71,281570.05,206484.71,258105.88,309727.06,46928.34,Fixed,58660.43,246373.8,USD,209417.73,230359.5,USD,234641.71,258105.88,2011-09-07,0.0567,2015-10-01,0.0618,Homelessness,Criminal justice,SDG 16,SDG 1,Target 7.2,Target 10.4,Women,303,269,1
INDIGO-POJ-0220,Newpin SA Social Impact Bond,Complete,2019-03-07,2019-03-07,2024-02-01,2024-02-01,2019-03-07,2024-02-01,2024-02-01,1792,1792,USA,CAD,161485.01,201856.26,242227.51,177633.51,222041.89,266450.27,40371.25,Fixed,50464.07,218004.76,CAD,185304.05,203834.45,CAD,201856.26,222041.89,2019-03-07,0.0841,2024-02-01,0.1112,Homelessness,Employment and training,SDG 10,SDG 8,Target 2.1,Target 7.5,Disabled persons,255,213,1
INDIGO-POJ-0221,Foyer Central SIB,Implementation,2016-08-09,2016-08-09,2021-04-25,2021-04-25,2016-08-09,2021-04-25,2021-04-25,1720,1720,Canada,CAD,323272.92,404091.14,484909.37,355600.21,444500.26,533400.31,80818.23,Variable,101022.79,428336.61,CAD,364086.12,400494.73,CAD,404091.14,444500.26,2016-08-09,0.0798,2021-04-25,0.0774,Homelessness,Education,SDG 4,SDG 1,Target 4.2,Target 5.1,Disabled persons,515,365,0
INDIGO-POJ-0222,IOD - Interventions sur les Offres et les Demandes (Intervention on supply and demand),Implementation,2024-10-29,2024-10-29,2027-04-24,2027-04-24,2024-10-29,2027-04-24,2027-04-24,907,907,Canada,USD,191637.85,239547.31,287456.77,210801.63,263502.04,316202.44,47909.46,Fixed,59886.83,252722.41,USD,214814.05,236295.45,USD,239547.31,263502.04,2024-10-29,0.0965,2027-04-24,0.0975,Youth unemployment,Education,SDG 12,SDG 13,Target 6.2,Target 8.1,Refugees,676,659,1
INDIGO-POJ-0223,The Refugee Impact Bond,Complete,2022-08-28,2022-08-28,2024-01-01,2024-01-01,2022-08-28,2024-01-01,2024-01-01,491,491,United Kingdom,GBP,345798.21,432247.76,518697.32,380378.03,475472.54,570567.05,86449.55,Variable,108061.94,466827.58,GBP,396803.45,436483.79,GBP,432247.76,475472.54,2022-08-28,0.0983,2024-01-01,0.1301,Mental health,Health,SDG 12,SDG 14,Target 10.2,Target 9.1,Disabled persons,628,541,1
INDIGO-POJ-0224,Creating conditions for low-income families with children to overcome a difficult life situation - Russia,Implementation,2015-04-15,2015-04-15,2018-12-15,2018-12-15,2015-04-15,2018-12-15,2018-12-15,1340,1340,United Kingdom,EUR,380268.95,475336.18,570403.42,418295.84,522869.8,627443.76,95067.24,Fixed,118834.05,503856.35,EUR,428277.9,471105.69,EUR,475336.18,522869.8,2015-04-15,0.0591,2018-12-15,0.066,Homelessness,Housing,SDG 2,SDG 17,Target 10.5,Target 10.5,Women,975,911,1
INDIGO-POJ-0225,Increasing the number of citizens involved in assessing their health status and creating conditions  for additional supply of medicines,Complete,2013-10-01,2013-10-01,2015-12-08,2015-12-08,2013-10-01,2015-12-08,2015-12-08,798,798,Australia,GBP,101278.81,126598.51,151918.21,111406.69,139258.36,167110.03,25319.7,Fixed,31649.63,135460.4,GBP,115141.34,126655.48,GBP,126598.51,139258.36,2013-10-01,0.0871,2015-12-08,0.1129,Youth unemployment,Health,SDG 14,SDG 3,Target 7.2,Target 3.5,Refugees,944,977,1
INDIGO-POJ-0226,Supporting independent living for disabled people in the Republic of Sakha (Yakutia),Implementation,2018-11-30,2018-11-30,2023-01-03,2023-01-03,2018-11-30,2023-01-03,2023-01-03,1495,1495,USA,EUR,124727.16,155908.95,187090.74,137199.88,171499.85,205799.81,31181.79,Fixed,38977.24,163704.4,EUR,139148.74,153063.61,EUR,155908.95,171499.85,2018-11-30,0.0898,2023-01-03,0.091,Youth unemployment,Criminal justice,SDG 15,SDG 1,Target 10.5,Target 9.4,Youth,353,366,1
INDIGO-POJ-0227,Residential care for disabled people,Complete,2022-08-15,2022-08-15,2024-03-08,2024-03-08,2022-08-15,2024-03-08,2024-03-08,571,571,USA,EUR,144520.74,180650.93,216781.11,158972.82,198716.02,238459.22,36130.19,Fixed,45162.73,193296.49,EUR,164302.02,180732.22,EUR,180650.93,198716.02,2022-08-15,0.0582,2024-03-08,0.0802,Homelessness,Housing,SDG 9,SDG 13,Target 8.5,Target 10.4,Youth,482,429,1
INDIGO-POJ-0228,Provision of a social prescribing framework and offer at scale across Northamptonshire,Complete,2025-04-09,2025-04-09,2030-02-27,2030-02-27,2025-04-09,2030-02-27,2030-02-27,1785,1785,United Kingdom,AUD,292863.11,366078.89,439294.67,322149.42,402686.78,483224.13,73215.78,Variable,91519.72,395365.2,AUD,336060.42,369666.46,AUD,366078.89,402686.78,2025-04-09,0.0762,2030-02-27,0.104,Youth unemployment,Housing,SDG 11,SDG 8,Target 1.4,Target 5.3,Youth,510,481,1
INDIGO-POJ-0229,Skill Impact Bond,Complete,2025-08-13,2025-08-13,2030-06-15,2030-06-15,2025-08-13,2030-06-15,2030-06-15,1767,1767,Australia,USD,194825.75,243532.19,292238.63,214308.33,267885.41,321462.5,48706.44,Variable,60883.05,260579.45,USD,221492.53,243641.78,USD,243532.19,267885.41,2025-08-13,0.0939,2030-06-15,0.1199,Homelessness,Education,SDG 10,SDG 15,Target 6.3,Target 7.5,Youth,652,648,1
INDIGO-POJ-0231,Menstrual health and hygiene Impact Bond - Ethiopia,Complete,2021-08-02,2021-08-02,2024-09-05,2024-09-05,2021-08-02,2024-09-05,2024-09-05,1130,1130,Australia,USD,220523.17,275653.96,330784.76,242575.49,303219.36,363863.23,55130.79,Fixed,68913.49,296328.01,USD,251878.81,277066.69,USD,275653.96,303219.36,2021-08-02,0.0688,2024-09-05,0.0918,Homelessness,Health,SDG 10,SDG 17,Target 7.2,Target 9.5,Youth,397,396,1
INDIGO-POJ-0232,Online healthcare consulting service for pregnant and postpartum women,Implementation,2020-03-28,2020-03-28,2021-07-09,2021-07-09,2020-03-28,2021-07-09,2021-07-09,468,468,Australia,EUR,228057.53,285071.91,342086.3,250863.28,313579.11,376294.93,57014.38,Variable,71267.98,302176.23,EUR,256849.79,282534.77,EUR,285071.91,313579.11,2020-03-28,0.0651,2021-07-09,0.0752,Youth unemployment,Employment and training,SDG 12,SDG 15,Target 9.4,Target 2.1,Women,700,598,1
INDIGO-POJ-0233,Support for Foster Family Registration,Planned,2020-08-23,2020-08-23,2024-12-06,2024-12-06,2020-08-23,2024-12-06,2024-12-06,1566,1566,USA,CAD,154308.06,192885.08,231462.09,169738.87,212173.59,254608.3,38577.02,Fixed,48221.27,203493.76,CAD,172969.69,190266.66,CAD,192885.08,212173.59,2020-08-23,0.095,2024-12-06,0.1084,Homelessness,Employment and training,SDG 6,SDG 9,Target 2.3,Target 1.4,Youth,785,636,1
INDIGO-POJ-0234,Supporting self-reliance among the elderly in need of care/support and preventing escalation ,Complete,2024-07-09,2024-07-09,2026-10-13,2026-10-13,2024-07-09,2026-10-13,2026-10-13,826,826,USA,GBP,202845.19,253556.49,304267.79,223129.71,278912.14,334694.56,50711.3,Variable,63389.12,272573.23,GBP,231687.24,254855.97,GBP,253556.49,278912.14,2024-07-09,0.0772,2026-10-13,0.1034,Homelessness,Housing,SDG 17,SDG 1,Target 1.4,Target 3.2,Youth,458,353,1
INDIGO-POJ-0235,Large-scale healthcare project in collaboration with enclave municipalities,Complete,2025-11-29,2025-11-29,2030-07-07,2030-07-07,2025-11-29,2030-07-07,2030-07-07,1681,1681,Canada,EUR,117407.37,146759.22,176111.06,129148.11,161435.14,193722.17,29351.84,Variable,36689.8,157032.36,EUR,133477.51,146825.26,EUR,146759.22,161435.14,2025-11-29,0.097,2030-07-07,0.1208,Mental health,Housing,SDG 12,SDG 15,Target 5.2,Target 8.3,Disabled persons,304,353,1
INDIGO-POJ-0236,Smoking Cessation Support Project for Smokers Living and Working in Toyonaka City,Implementation,2023-04-27,2023-04-27,2027-09-25,2027-09-25,2023-04-27,2027-09-25,2027-09-25,1612,1612,USA,EUR,280866.58,351083.22,421299.87,308953.23,386191.54,463429.85,70216.64,Variable,87770.81,370392.8,EUR,314833.88,346317.27,EUR,351083.22,386191.54,2023-04-27,0.0667,2027-09-25,0.0734,Mental health,Health,SDG 16,SDG 3,Target 6.3,Target 6.3,Refugees,928,812,1
INDIGO-POJ-0237,Social Impact Bond Project in Saijo city,Planned,2021-08-08,2021-08-08,2023-12-13,2023-12-13,2021-08-08,2023-12-13,2023-12-13,857,857,Canada,USD,278423.28,348029.1,417634.92,306265.61,382832.01,459398.42,69605.82,Fixed,87007.28,368910.85,USD,313574.22,344931.64,USD,348029.1,382832.01,2021-08-08,0.0767,2023-12-13,0.0846,Youth unemployment,Employment and training,SDG 5,SDG 1,Target 8.3,Target 5.4,Disabled persons,954,995,1
INDIGO-POJ-0238,Higashiomi City SIB Project,Implementation,2025-12-31,2025-12-31,2028-03-30,2028-03-30,2025-12-31,2028-03-30,2028-03-30,820,820,Canada,CAD,366045.63,457557.03,549068.44,402650.19,503312.74,603975.28,91511.41,Variable,114389.26,491873.81,CAD,418092.74,459902.01,CAD,457557.03,503312.74,2025-12-31,0.0894,2028-03-30,0.1121,Youth unemployment,Employment and training,SDG 17,SDG 10,Target 3.5,Target 3.3,Youth,331,192,1
INDIGO-POJ-0239,Outreach support project for socially reclusive young people to help them take the next step towards employment,Complete,2022-07-16,2022-07-16,2024-07-24,2024-07-24,2022-07-16,2024-07-24,2024-07-24,739,739,United Kingdom,EUR,159516.52,199395.66,239274.79,175468.18,219335.22,263202.27,39879.13,Fixed,49848.91,214350.33,EUR,182197.78,200417.56,EUR,199395.66,219335.22,2022-07-16,0.0872,2024-07-24,0.1079,Mental health,Education,SDG 12,SDG 8,Target 5.4,Target 6.3,Refugees,501,433,1
INDIGO-POJ-0240,Support for Self-reliance of Persons Requiring Support,Implementation,2024-03-24,2024-03-24,2028-07-01,2028-07-01,2024-03-24,2028-07-01,2028-07-01,1560,1560,United Kingdom,CAD,90730.38,113412.97,136095.57,99803.42,124754.27,149705.13,22682.59,Fixed,28353.24,119083.62,CAD,101221.08,111343.19,CAD,113412.97,124754.27,2024-03-24,0.0785,2028-07-01,0.0809,Homelessness,Housing,SDG 7,SDG 17,Target 2.4,Target 9.3,Disabled persons,354,369,1
INDIGO-POJ-0241,Self-reliance support through the free school program: Providing counselling and school guidance for children who play truant,Implementation,2022-10-09,2022-10-09,2026-05-03,2026-05-03,2022-10-09,2026-05-03,2026-05-03,1302,1302,USA,GBP,189466.16,236832.7,284199.24,208412.78,260515.97,312619.16,47366.54,Fixed,59208.17,249858.5,GBP,212379.72,233617.7,GBP,236832.7,260515.97,2022-10-09,0.0911,2026-05-03,0.0977,Youth unemployment,Education,SDG 3,SDG 16,Target 6.2,Target 6.1,Youth,480,477,1
INDIGO-POJ-0242,SIB Project on Optimized Medication,Implementation,2013-07-21,2013-07-21,2017-04-18,2017-04-18,2013-07-21,2017-04-18,2017-04-18,1367,1367,Australia,USD,115402.16,144252.69,173103.23,126942.37,158677.96,190413.56,28850.54,Variable,36063.17,151465.33,USD,128745.53,141620.08,USD,144252.69,158677.96,2013-07-21,0.0923,2017-04-18,0.091,Homelessness,Criminal justice,SDG 14,SDG 14,Target 7.4,Target 8.4,Youth,746,745,0
INDIGO-POJ-0243,VORTIS' SIB Program in Mima City,Complete,2017-03-24,2017-03-24,2021-03-15,2021-03-15,2017-03-24,2021-03-15,2021-03-15,1452,1452,United Kingdom,GBP,335134.52,418918.15,502701.78,368647.97,460809.96,552971.95,83783.63,Fixed,104729.54,452431.6,GBP,384566.86,423023.54,GBP,418918.15,460809.96,2017-03-24,0.0575,2021-03-15,0.0826,Mental health,Health,SDG 8,SDG 8,Target 6.3,Target 3.1,Disabled persons,802,774,1
INDIGO-POJ-0244,Lifelong Work Support Project in Okayama City,Planned,2011-01-10,2011-01-10,2013-09-11,2013-09-11,2011-01-10,2013-09-11,2013-09-11,975,975,Canada,EUR,153360.45,191700.56,230040.67,168696.49,210870.61,253044.74,38340.11,Fixed,47925.14,202244.09,EUR,171907.48,189098.22,EUR,191700.56,210870.61,2011-01-10,0.0861,2013-09-11,0.0955,Homelessness,Criminal justice,SDG 17,SDG 11,Target 7.2,Target 6.4,Refugees,368,315,1
INDIGO-POJ-0245,Health Point Project Utilizing SIB,Implementation,2012-12-10,2012-12-10,2015-02-15,2015-02-15,2012-12-10,2015-02-15,2015-02-15,797,797,Australia,USD,302063.5,377579.38,453095.25,332269.85,415337.32,498404.78,75515.88,Fixed,94394.84,402122.04,USD,341803.73,375984.1,USD,377579.38,415337.32,2012-12-10,0.0771,2015-02-15,0.0989,Mental health,Health,SDG 12,SDG 2,Target 7.3,Target 9.5,Youth,249,130,1
INDIGO-POJ-0246,Quit Smoking With Your Manitoba Pharmacist,Complete,2010-06-11,2010-06-11,2011-09-17,2011-09-17,2010-06-11,2011-09-17,2011-09-17,463,463,Canada,USD,160575.7,200719.62,240863.55,176633.27,220791.59,264949.9,40143.92,Fixed,50179.91,213766.4,USD,181701.44,199871.58,USD,200719.62,220791.59,2010-06-11,0.0673,2011-09-17,0.0734,Mental health,Housing,SDG 13,SDG 4,Target 9.3,Target 8.2,Women,902,791,1
INDIGO-POJ-0247,Wildlife Conservation Bond,Implementation,2024-11-03,2024-11-03,2026-05-28,2026-05-28,2024-11-03,2026-05-28,2026-05-28,571,571,USA,CAD,227841.86,284802.32,341762.79,250626.04,313282.55,375939.06,56960.46,Fixed,71200.58,299042.44,CAD,254186.07,279604.68,CAD,284802.32,313282.55,2024-11-03,0.0974,2026-05-28,0.1048,Homelessness,Criminal justice,SDG 5,SDG 14,Target 2.5,Target 10.1,Refugees,308,231,1
INDIGO-POJ-0248,Escola Digital MUDA -  EUSOUDIGITAL LISBOA,Complete,2015-11-25,2015-11-25,2019-10-31,2019-10-31,2015-11-25,2019-10-31,2019-10-31,1436,1436,USA,GBP,129072.45,161340.56,193608.67,141979.69,177474.62,212969.54,32268.11,Fixed,40335.14,173441.1,GBP,147424.94,162167.43,GBP,161340.56,177474.62,2015-11-25,0.0793,2019-10-31,0.1165,Youth unemployment,Housing,SDG 10,SDG 6,Target 1.5,Target 8.2,Disabled persons,440,490,1
INDIGO-POJ-0249,Escola Digital MUDA -  EUSOUDIGITAL ALGARVE,Complete,2012-06-23,2012-06-23,2016-09-10,2016-09-10,2012-06-23,2016-09-10,2016-09-10,1540,1540,Australia,AUD,85795.26,107244.07,128692.89,94374.78,117968.48,141562.18,21448.81,Fixed,26811.02,114751.16,AUD,97538.48,107292.33,AUD,107244.07,117968.48,2012-06-23,0.0936,2016-09-10,0.1143,Youth unemployment,Health,SDG 17,SDG 3,Target 2.3,Target 4.4,Refugees,675,713,1
INDIGO-POJ-0250,Digital Literacy Schools for the Future - ALENTEJO,Complete,2010-11-20,2010-11-20,2013-07-07,2013-07-07,2010-11-20,2013-07-07,2013-07-07,960,960,USA,EUR,378277.85,472847.31,567416.78,416105.64,520132.04,624158.45,94569.46,Variable,118211.83,513039.33,EUR,436083.43,479691.78,EUR,472847.31,520132.04,2010-11-20,0.0783,2013-07-07,0.1157,Youth unemployment,Housing,SDG 4,SDG 4,Target 1.1,Target 3.2,Refugees,648,539,1
INDIGO-POJ-0251,Digital Literacy Schools for the Future - CENTER,Complete,2012-02-01,2012-02-01,2015-03-05,2015-03-05,2012-02-01,2015-03-05,2015-03-05,1128,1128,Australia,EUR,306316.36,382895.45,459474.54,336948.0,421185.0,505422.0,76579.09,Fixed,95723.86,415441.57,EUR,353125.33,388437.87,EUR,382895.45,421185.0,2012-02-01,0.0576,2015-03-05,0.0937,Mental health,Health,SDG 13,SDG 13,Target 8.3,Target 7.4,Disabled persons,370,392,1
INDIGO-POJ-0252,Digital School MUDA -  I am digital (Alentejo),Complete,2011-04-26,2011-04-26,2013-03-17,2013-03-17,2011-04-26,2013-03-17,2013-03-17,691,691,Canada,USD,264412.28,330515.34,396618.41,290853.5,363566.88,436280.25,66103.07,Variable,82628.84,351998.84,USD,299199.02,329118.92,USD,330515.34,363566.88,2011-04-26,0.0803,2013-03-17,0.1033,Mental health,Criminal justice,SDG 16,SDG 15,Target 3.5,Target 7.3,Youth,944,961,1
INDIGO-POJ-0253,Digital School MUDA -  I am digital CENTER,Complete,2012-07-14,2012-07-14,2015-11-03,2015-11-03,2012-07-14,2015-11-03,2015-11-03,1207,1207,United Kingdom,AUD,378997.44,473746.81,568496.17,416897.19,521121.49,625345.78,94749.36,Fixed,118436.7,514015.28,AUD,436912.99,480604.29,AUD,473746.81,521121.49,2012-07-14,0.0963,2015-11-03,0.1287,Mental health,Health,SDG 9,SDG 11,Target 1.5,Target 10.5,Women,546,464,1
INDIGO-POJ-0254,Digital School MUDA -  I am digital NORTH,Implementation,2015-07-30,2015-07-30,2019-04-11,2019-04-11,2015-07-30,2019-04-11,2019-04-11,1351,1351,Canada,EUR,224268.6,280335.75,336402.9,246695.46,308369.32,370043.19,56067.15,Variable,70083.94,294352.54,EUR,250199.66,275219.62,EUR,280335.75,308369.32,2015-07-30,0.0557,2019-04-11,0.0559,Homelessness,Education,SDG 2,SDG 1,Target 3.5,Target 8.4,Women,969,894,1
INDIGO-POJ-0259,Start from the Beginning - Chinese Supporting Scheme for Non-Chinese Speaking Students (NCS) in Kindergarten,Implementation,2016-03-28,2016-03-28,2017-07-09,2017-07-09,2016-03-28,2017-07-09,2017-07-09,468,468,Australia,CAD,269208.14,336510.17,403812.21,296128.95,370161.19,444193.43,67302.03,Variable,84127.54,351653.13,CAD,298905.16,328795.68,CAD,336510.17,370161.19,2016-03-28,0.07,2017-07-09,0.0704,Homelessness,Criminal justice,SDG 13,SDG 13,Target 4.1,Target 8.4,Disabled persons,710,646,1
INDIGO-POJ-0260,Public Education & Business Coalition,Planned,2021-02-26,2021-02-26,2025-10-26,2025-10-26,2021-02-26,2025-10-26,2025-10-26,1703,1703,United Kingdom,USD,97523.72,121904.66,146285.59,107276.1,134095.12,160914.15,24380.93,Variable,30476.16,127390.37,USD,108281.81,119109.99,USD,121904.66,134095.12,2021-02-26,0.0668,2025-10-26,0.0567,Mental health,Housing,SDG 14,SDG 2,Target 9.5,Target 1.1,Refugees,775,773,0
INDIGO-POJ-0261,Reducing homelessness - Denmark,Complete,2018-02-24,2018-02-24,2019-06-15,2019-06-15,2018-02-24,2019-06-15,2019-06-15,476,476,Canada,GBP,251966.59,314958.24,377949.89,277163.25,346454.07,415744.88,62991.65,Variable,78739.56,340154.9,GBP,289131.67,318044.83,GBP,314958.24,346454.07,2018-02-24,0.096,2019-06-15,0.1177,Youth unemployment,Employment and training,SDG 16,SDG 12,Target 8.1,Target 2.2,Youth,563,451,1
INDIGO-POJ-0262,Family counselling for Vulnerable Families with a Non-Danish Ethnic Background,Implementation,2018-05-21,2018-05-21,2023-04-27,2023-04-27,2018-05-21,2023-04-27,2023-04-27,1802,1802,United Kingdom,USD,190830.72,238538.4,286246.08,209913.79,262392.24,314870.69,47707.68,Fixed,59634.6,250465.32,USD,212895.52,234185.07,USD,238538.4,262392.24,2018-05-21,0.0673,2023-04-27,0.0657,Homelessness,Education,SDG 16,SDG 5,Target 7.1,Target 5.5,Women,323,273,0
INDIGO-POJ-0263,"Reducing Youth Homelessness - Roskilde, Denmark",Implementation,2014-04-11,2014-04-11,2017-03-03,2017-03-03,2014-04-11,2017-03-03,2017-03-03,1057,1057,Canada,USD,151873.54,189841.93,227810.32,167060.9,208826.12,250591.35,37968.39,Fixed,47460.48,199334.03,USD,169433.92,186377.31,USD,189841.93,208826.12,2014-04-11,0.0726,2017-03-03,0.081,Homelessness,Health,SDG 4,SDG 15,Target 8.5,Target 9.2,Disabled persons,743,605,1
INDIGO-POJ-0264,Reducing Homelessness Among Less Vulnerable Young People - Denmark,Implementation,2019-09-16,2019-09-16,2023-12-27,2023-12-27,2019-09-16,2023-12-27,2023-12-27,1563,1563,Australia,AUD,125074.25,156342.81,187611.37,137581.67,171977.09,206372.51,31268.56,Fixed,39085.7,164159.95,AUD,139535.96,153489.55,AUD,156342.81,171977.09,2019-09-16,0.0588,2023-12-27,0.0453,Mental health,Criminal justice,SDG 6,SDG 5,Target 2.4,Target 10.5,Refugees,593,536,0
INDIGO-POJ-0265,Reducing Homelessness among the Most Vulnerable Young People - Denmark,Implementation,2017-09-09,2017-09-09,2020-05-03,2020-05-03,2017-09-09,2020-05-03,2020-05-03,967,967,Australia,AUD,372750.69,465938.36,559126.03,410025.76,512532.2,615038.64,93187.67,Variable,116484.59,496224.35,AUD,421790.7,463969.77,AUD,465938.36,512532.2,2017-09-09,0.0681,2020-05-03,0.0828,Homelessness,Education,SDG 14,SDG 17,Target 5.5,Target 6.5,Women,414,305,1
INDIGO-POJ-0266,Prevention of Late-Stage Complications from Type-2 Diabetes - Denmark,Complete,2025-01-30,2025-01-30,2026-10-28,2026-10-28,2025-01-30,2026-10-28,2026-10-28,636,636,USA,GBP,265788.27,332235.34,398682.41,292367.1,365458.87,438550.65,66447.07,Fixed,83058.84,355491.81,GBP,302168.04,332384.85,GBP,332235.34,365458.87,2025-01-30,0.0816,2026-10-28,0.1003,Youth unemployment,Health,SDG 12,SDG 16,Target 10.5,Target 7.5,Refugees,213,130,1
INDIGO-POJ-0267,Treatment of Stress SIB - Denmark,Planned,2013-04-05,2013-04-05,2014-07-22,2014-07-22,2013-04-05,2014-07-22,2014-07-22,473,473,Australia,USD,107311.89,134139.87,160967.84,118043.08,147553.85,177064.62,26827.97,Variable,33534.97,142188.26,USD,120860.02,132946.02,USD,134139.87,147553.85,2013-04-05,0.0998,2014-07-22,0.1043,Mental health,Employment and training,SDG 6,SDG 10,Target 5.2,Target 1.3,Women,233,192,1
INDIGO-POJ-0268,Treatment of Families Affected by Violence - Denmark,Planned,2025-02-24,2025-02-24,2029-04-19,2029-04-19,2025-02-24,2029-04-19,2029-04-19,1515,1515,Canada,GBP,240702.4,300878.0,361053.6,264772.64,330965.8,397158.97,60175.6,Variable,75219.5,315921.9,GBP,268533.62,295386.98,GBP,300878.0,330965.8,2025-02-24,0.0798,2029-04-19,0.0798,Mental health,Education,SDG 17,SDG 10,Target 1.4,Target 7.4,Refugees,255,302,1
INDIGO-POJ-0269,Specialized help for children and young people from families with drug or alcohol abuse - Denmark,Implementation,2019-12-09,2019-12-09,2022-03-14,2022-03-14,2019-12-09,2022-03-14,2022-03-14,826,826,Australia,EUR,147169.79,183962.24,220754.68,161886.77,202358.46,242830.15,36792.45,Variable,45990.56,194080.16,EUR,164968.14,181464.95,EUR,183962.24,202358.46,2019-12-09,0.0949,2022-03-14,0.0998,Youth unemployment,Education,SDG 10,SDG 15,Target 3.1,Target 3.2,Youth,241,182,1
INDIGO-POJ-0270,A Better Education for Vulnerable Children and Children Placed in Care - Denmark,Implementation,2012-12-01,2012-12-01,2014-10-26,2014-10-26,2012-12-01,2014-10-26,2014-10-26,694,694,USA,CAD,145644.68,182055.86,218467.03,160209.15,200261.44,240313.73,36411.17,Variable,45513.96,190248.37,CAD,161711.11,177882.23,CAD,182055.86,200261.44,2012-12-01,0.0595,2014-10-26,0.0544,Mental health,Health,SDG 11,SDG 15,Target 3.1,Target 3.3,Youth,830,711,0
INDIGO-POJ-0271,Plymouth Refugee Opportunities,Implementation,2022-11-05,2022-11-05,2026-12-05,2026-12-05,2022-11-05,2026-12-05,2026-12-05,1491,1491,United Kingdom,EUR,260749.16,325936.45,391123.74,286824.08,358530.1,430236.12,65187.29,Variable,81484.11,343862.96,EUR,292283.51,321511.87,EUR,325936.45,358530.1,2022-11-05,0.0533,2026-12-05,0.0556,Youth unemployment,Employment and training,SDG 17,SDG 8,Target 3.5,Target 2.5,Women,756,669,1
INDIGO-POJ-0272,COMPASS Social Impact Bond,Planned,2014-12-18,2014-12-18,2017-02-26,2017-02-26,2014-12-18,2017-02-26,2017-02-26,801,801,USA,EUR,328168.84,410211.05,492253.26,360985.72,451232.15,541478.58,82042.21,Variable,102552.76,438925.82,EUR,373086.95,410395.64,EUR,410211.05,451232.15,2014-12-18,0.0727,2017-02-26,0.0794,Homelessness,Employment and training,SDG 10,SDG 7,Target 10.5,Target 8.5,Youth,884,846,1
