Project ID,Id,Outcome Definition - (Value),Target Population - (Value),Targeted number of service users Or beneficiaries (total) - (Value),Unit type of targeted Service users or beneficiaries - (Value),Unit description of Service user or beneficiaries - (Value),Outcome metric target - (Value),Other target for Meeting outcome metric target - (Value),Outcome validation Method - (Value),Data source for Outcome validation - (Value),Policy sector - (Value),Primary SDG goal - (Value),Secondary SDG goals - (Value),Primary SDG target - (Value),Secondary SDG targets - (Value),Sources,Notes
INDIGO-POJ-0062,outcomemetric2,Preservation of employment during 6 months. Percentage of young people receiving the intervention that mantain employment for 6 months: 20%.,"Young people not in employment, education or training (NEET) and finalist students seeking their first job, particularly in a more vulnerable situation, living in the Porto Metropolitan Area.",,Individual,,40% labour market insertion rate and 20% continuity of employment rate,,,,Employment and training,8,,8.5,,,The labour market insertion success rate was 45% (against a goal of 40%) and continuity of employment for 6 months occurred in 22.5% of cases (against a goal of 20%).
INDIGO-POJ-0063,outcomemetric1,Performance in problem solving and logical thinking. Improvement in performance achieved on problem solving and logical thinking tests in comparison to control group of students who did not receive the intervention.,,65,,,,,,,Education,4,,4.1,,,
INDIGO-POJ-0063,outcomemetric2,Education attainment in Portuguese language. Improvement in performance achieved on Portuguese language tests in comparison to control group of students who did not receive the intervention.,,,,,,,,,Education,4,,4.1,,,
INDIGO-POJ-0063,outcomemetric3,Education attainment in Mathematics. Improvement in performance achieved on Mathematics tests in comparison to control group of students who did not receive the intervention: 10% improvement.,,,,,,,,,Education,4,,4.1,,,
INDIGO-POJ-0064,outcomemetric1,Development of a life project.,Inmates,40,Individual,,,,,,Criminal justice,8,,8.3,,,
INDIGO-POJ-0064,outcomemetric2,Integration in the labor market (including self-employment) for 30% of the participants (inmates or ex-inmates) up to 1 year after release.,Inmates,,,,,,,,Criminal justice,8,,8.3,8.6,,
INDIGO-POJ-0065,outcomemetric1,5% average improvement in overall caregiver quality of life score.,Caregivers of people with dementia,240,Individual,,,,,,Health,3,,3.4,,,
INDIGO-POJ-0066,outcomemetric1,Increase in school retention of students (2% in 1st grade),Students,12000,Individual,,,,,,Education,4,4,4.1,4.6,,
INDIGO-POJ-0066,outcomemetric2,Increase in school retention of students (3% in 2nd grade),Students,,,,,,,,Education,4,4,4.1,4.6,,
INDIGO-POJ-0067,outcomemetric1,Increase in school retention of students (2% in 1st grade),Students,45000,Individual,,,,,,Education,4,4,4.1,4.6,,
INDIGO-POJ-0067,outcomemetric2,Increase in school retention of students (3% in 2nd grade),Students,,,,,,,,Education,4,4,4.1,4.6,,
INDIGO-POJ-0068,outcomemetric1,Increase in school retention of students (2% in 1st grade),Students,55000,Individual,,,,,,Education,4,4,4.1,4.6,,
INDIGO-POJ-0068,outcomemetric2,Increase in school retention of students (3% in 2nd grade),Students,,,,,,,,Education,4,4,4.1,4.6,,
INDIGO-POJ-0069,outcomemetric1,"Improving 5% of the average classification of students in the national exams of the 9th grade, compared to a control group.",Students,60,Individual,,,,,,Education,4,,4.1,,,
INDIGO-POJ-0070,outcomemetric1,Improving school results in at least 9% of students,Students,2000,Individual,,,,,,Education,4,,4.1,,,
INDIGO-POJ-0071,outcomemetric1,Improvement in school achievement in 9% of students.,Students,2400,Individual,,,,,,Education,4,,4.1,,,
INDIGO-POJ-0072,outcomemetric1,30% increase in literacy skills,Children,444,Individual,,,,,,Education,4,4,4.6,4.1,,
INDIGO-POJ-0073,outcomemetric1,Recruitment and Retention. Successful recruitment and retention (until programme mid-year) of beneficiaries on the programme. Paid per qualifying beneficiary.,,2000,,,,,,,,8,,8.5,,,
INDIGO-POJ-0073,outcomemetric2,Attendance. Beneficiaries attending at least 50% of the programme over the course of the year. Paid per qualifying beneficiary.,,,,,,,,,,4,,4.4,,,
INDIGO-POJ-0073,outcomemetric3,Development Assessment. Average Early Learning Outcome Measure (ELOM) score for the entire cohort that is 0.2. standard deviations of the mean higher than what is normal for South African children in the same age and quintile. The ELOM is a child development assessment normed on local child populations.Average scores will be calculated and payment made on an annual cohort basis by drawing a statistically significant sample (approximately 250 children) that adequately reflects the performance of the group.,,,,,,,,,,3,,,,,
INDIGO-POJ-0074,outcomemetric1,Transition excluded black South African youth into high value jobs. Employment contract of minimum 12 months duration in the growth sectors identified.,,6000,,,,,,,Employment and training,8,,8.5,,,
INDIGO-POJ-0075,outcomemetric1,12% of eligible recipients will receive principal repayment if they succeed in the Welcome Exit.,,,,,,,,,,8,,,,,
INDIGO-POJ-0075,outcomemetric2,"From 13%, they pay the principal and the performance bonus step by step.",,,,,,,,,,8,,,,,
INDIGO-POJ-0075,outcomemetric3,20% of eligible recipients will receive principal and 4.3% performance bonus if they succeed in the Welfair Exit.,,,,,,,,,,8,,,,,
INDIGO-POJ-0076,outcomemetric1,"IQ level. Measured twice in total by Korean Wechsler Intelligence Scale for Children-IV (K-WISC-IV).

BIF (Borderline Intellectual Functioning) children are those with Intellectual Quotient(IQ) level between 71~84, often recited as ‘slow learners’.
Children with mild intellectual disabilities(IQ level between 64~70) possibly included in part should number of BIF children from welfare facilities found to be significantly small.",,,,,,,,,,4,4,4.5,4.1,,
INDIGO-POJ-0076,outcomemetric2,Sociability. Korean version of Teacher’s Report Form. Teachers in charge at schools evaluate and report children’s behavior twice a year. Any improvements on the total scores would be counted as successful. Measured twice a year (6 times in total).,,,,,,,,,,4,4,4.4,,,
INDIGO-POJ-0077,outcomemetric1,"Project is implemented according to the contract signed, no social service costs are reduced/saved.",,,,,,,,,,4,10,4.1,10.2,,
INDIGO-POJ-0077,outcomemetric2,"Project led to a reduction in social service costs for the target group, if savings are up to SEK 10,000,000 (repaid amount is equal to the amount saved).",,,,,,,,,,4,10,4.1,10.2,,
INDIGO-POJ-0077,outcomemetric3,"Project led to a reduction in social service costs for the target group, when savings are over SEK 10,000,000 (amount repaid corresponds to the amount saved over SEK 10,000,000, with a cap of SEK 2,000,000) AND participants' school attaintment improves.",,,,,,,,,,4,10,4.1,10.2,,
INDIGO-POJ-0078,outcomemetric1,Entry into the primary employment market or completion of a vocational training. Number of refugees and other migrants who are employed on a permanent contract basis at industry standard conditions in the primary employment market or have completed vocational training at level 2 (equivalent to GCSE).,,120,,,,,,,,8,,,,,
INDIGO-POJ-0079,outcomemetric1,An improvement in teaching results as compared to the year 2019. A 10 per cent increase in weighted total of grades in the State Final Examinations and academic competitions from 2019 to 2022.,,5000,,,,,,,Education,4,8,4.1,8.5,,
INDIGO-POJ-0080,outcomemetric1, 6-month theoretical learning completed,,25,,,,,,,,4,,4.4,,,
INDIGO-POJ-0080,outcomemetric2,6-month practical internship completed,,,,,,,,,,8,,,,,
INDIGO-POJ-0080,outcomemetric3,Permanent job secured after 15 months,,,,,,,,,,8,,8.5,,,
INDIGO-POJ-0081,outcomemetric1,"The payments made by the State to UCQ based on the number of Incremental Reunifications. Incremental Reunifications are the number of children in the Intervention Group that have been, and continue to be, reunified with their parent(s) 18 months after their referral to the Newpin Program, less the Counterfactual Reunifications. Counterfactual Reunifications are the number of reunifications that would have been expected in the absence of the Newpin Program, determined with reference to the number of children in the Intervention Group and the Counterfactual Reunification Rate.",,,,,,,,,,3,,,,,
INDIGO-POJ-0082,outcomemetric1,Decrease in use of special education between grades K-6. Full year that student avoided using special education in primary school. Administrative data provided by schools.,,,,,,,,,,4,10,4.2,10.2,,
INDIGO-POJ-0082,outcomemetric2,Decrease in use of special education between 6th and 12th grades. Full year that student avoided using special education in secondary school. Administrative data provided by schools.,,,,,,,,,,4,10,4.2,10.2,,
INDIGO-POJ-0083,outcomemetric1,Decline in juvenile recidivism - minimum fee. Reduction in re-incarceration rate of juvenile detainees reduced by >=8.5% relative to historical control group. Total days spent in jail by adolescents following arrest on a new charge in the 12- and 24-month periods following initial release.,,,,,,,,,,16,8,16.1,16.2,,1470 individuals were the target for outcome metric 1. 
INDIGO-POJ-0083,outcomemetric2,Decline in juvenile recidivism - breakeven. Reduction in re-incarceration rate of juvenile detainees reduced by >=10% compared to historical control group. Total days spent in jail by adolescents following arrest on a new charge in the 12- and 24-month periods following initial release.,,,,,,,,,,16,8,16.1,16.2,,
INDIGO-POJ-0083,outcomemetric3,Decline in juvenile recidivism - third echelon. Reduction in re-incarceration rate of juvenile detainees reduced by >=11% compared to historical control group. Total days spent in jail by adolescents following arrest on a new charge in the 12- and 24-month periods following initial release.,,,,,,,,,,16,8,16.1,16.2,,
INDIGO-POJ-0083,outcomemetric4,Decline in juvenile recidivism - fourth echelon. Reduction in re-incarceration rate of juvenile detainees reduced by >=12% compared to historical control group. Total days spent in jail by adolescents following arrest on a new charge in the 12- and 24-month periods following initial release.,,,,,,,,,,16,8,16.1,16.2,,
INDIGO-POJ-0083,outcomemetric5,Decline in juvenile recidivism - fifth echelon. Reduction in re-incarceration rate of juvenile detainees reduced by >=12.5% compared to historical control group. Total days spent in jail by adolescents following arrest on a new charge in the 12- and 24-month periods following initial release.,,,,,,,,,,16,8,16.1,16.2,,
INDIGO-POJ-0083,outcomemetric6,Decline in juvenile recidivism - sixth echelon. Reduction in re-incarceration rate of juvenile detainees reduced by >=13% compared to historical control group. Total days spent in jail by adolescents following arrest on a new charge in the 12- and 24-month periods following initial release.,,,,,,,,,,16,8,16.1,16.2,,
INDIGO-POJ-0083,outcomemetric7,Decline in juvenile recidivism - seventh echelon. Reduction in re-incarceration rate of juvenile detainees reduced by >=16% compared to historical control group. Total days spent in jail by adolescents following arrest on a new charge in the 12- and 24-month periods following initial release.,,,,,,,,,,16,8,16.1,16.2,,
INDIGO-POJ-0083,outcomemetric8,Decline in juvenile recidivism - eight echelon. Reduction in re-incarceration rate of juvenile detainees reduced by >=20% compared to historical control group. Total days spent in jail by adolescents following arrest on a new charge in the 12- and 24-month periods following initial release.,,,,,,,,,,16,8,16.1,16.2,,
INDIGO-POJ-0084,outcomemetric1,Recidivism (phase 1). Average reduction in 5-year bed days. NYS Department of Corrections and Community Supervision administrative data systems. Comparing treatment group to control group members between initial release from prison and the end of the relevant observation period.,,2000,Individual,,,,,,,8,10,8.5,10.4,,2000 (split in 2 cohorts)
INDIGO-POJ-0084,outcomemetric2,Recidivism (phase 2). Average reduction in 5-year bed days. NYS Department of Corrections and Community Supervision administrative data systems. Comparing treatment group to control group members between initial release from prison and the end of the relevant observation period.,,,,,,,,,,8,10,8.5,10.4,,
INDIGO-POJ-0084,outcomemetric3,Employment in unsubsidized job - cohort 1. Binary indication of positive earnings in the fourth quarter following release from prison. NYSDOL quarterly unemployment insurance wage data.,,,,,,,,,,8,10,8.5,10.4,,
INDIGO-POJ-0084,outcomemetric4,Employment in unsubsidized job - cohort 2. Binary indication of positive earnings in the fourth quarter following release from prison. NYSDOL quarterly unemployment insurance wage data.,,,,,,,,,,8,10,8.5,10.4,,
INDIGO-POJ-0084,outcomemetric5,Engagement in transitional jobs cohort 1. Number of treatment group members who start a CEO transitional job during the relevant observation period. Proof of CEO employment intervention data.,,,,,,,,,,8,10,8.3,10.3,,
