Project ID,Id,Name - (Value),Type - (Value),Publishing Organisations - (Value),URL - (Value),Archive URL - (Value),Internal URL - (Value),Publication Date - (Value),Accessed Date - (Value),Notes
INDIGO-POJ-0008,sourcehackandlearn2020,Hack and Learn - September 2020,,,,,,,,
INDIGO-POJ-0009,source1,"Queensland Government YouthChoices Social Benefit Bond, 2018 accessed on 27/07/2019 at https://www.treasury.qld.gov.au/programs-and-policies/social-benefit-bonds-pilot-program/youthchoices-social-benefit-bond/",,,,,,,,
INDIGO-POJ-0009,source2,"Inferred from Life Without Barriers YouthChoices MST QLD Program Launch, 2017 accessed on 27/07/2019 at https://www.lwb.org.au/news/youthchoices-mst-qld-program-launch/ and Queensland Government YouthChoices Social Benefit Bond, 2018 accessed on 27/07/2019 at https://www.treasury.qld.gov.au/programs-and-policies/social-benefit-bonds-pilot-program/youthchoices-social-benefit-bond/",,,,,,,,
INDIGO-POJ-0009,source3,"Life Without Barriers YouthChoices MST QLD Program Launch, 2017 accessed on 27/07/2019 at https://www.lwb.org.au/news/youthchoices-mst-qld-program-launch/",,,,,,,,
INDIGO-POJ-0009,source4,"PeakCare YouthChoices Multi Systemic Therapy - the first Social Benefit Bond in youth offending, 2018 accessed on 27/07/2019 at http://peakcare.com.au/youthchoices-multi-systemic-therapy-first-social-benefit-bond-youth-offending/",,,,,,,,
INDIGO-POJ-0009,source5,"Queensland Government YouthChoices Social Benefit Bond, 2018 accessed on 27/07/2019 at https://www.treasury.qld.gov.au/programs-and-policies/social-benefit-bonds-pilot-program/youthchoices-social-benefit-bond/ and PeakCare YouthChoices Multi Systemic Therapy - the first Social Benefit Bond in youth offending, 2018 accessed on 27/07/2019 at http://peakcare.com.au/youthchoices-multi-systemic-therapy-first-social-benefit-bond-youth-offending/",,,,,,,,
INDIGO-POJ-0010,source1,"Translation of fact sheets of the Austrian Federal Ministry of Labor, Social Affairs, and Consumer Protection ""Innovate 2016, Social Impact Bond - Foundtion money for public projects,  the austrian social impact bond pilot Perspective Work - Economic and social empowerment of women affected by violence."", page 3 (accessed 25 July 2019).",,,,,,,,
INDIGO-POJ-0010,source2,"The first Austrian social impact bond: Economic and social empowerment for women affected by violence (Juvat), page 6; Austrian Federal Ministry of Labor, Social Affairs, and Consumer Protection  (accessed 22 July 2019)",,,,,,,,
INDIGO-POJ-0010,source3,"The first Austrian social impact bond: Economic and social empowerment for women affected by violence (Juvat), page 1; Austrian Federal Ministry of Labor, Social Affairs, and Consumer Protection (accessed 22 July 2019)",,,,,,,,
INDIGO-POJ-0010,source4,"The first Austrian social impact bond: Economic and social empowerment for women affected by violence (Juvat), page 3; Austrian Federal Ministry of Labor, Social Affairs, and Consumer Protection  (accessed 22 July 2019)",,,,,,,,
INDIGO-POJ-0010,source5,"The first Austrian social impact bond: Economic and social empowerment for women affected by violence (Juvat), page 6; Austrian Federal Ministry of Labor, Social Affairs, and Consumer Protection (accessed 22 July 2019)",,,,,,,,
INDIGO-POJ-0010,source6,"Translation of the press release from 27 November 2018 by the Austrian Ministry of Labor, Social Affairs and Consumer Protection ""Success of first austrian social impact bond"" (accessed 25 July 2019)",,,,,,,,
INDIGO-POJ-0010,source7,"The first Austrian social impact bond: Economic and social empowerment for women affected by violence (Juvat), page 3 and 7; Austrian Federal Ministry of Labor, Social Affairs, and Consumer Protection (accessed 22 July 2019)",,,,,,,,
INDIGO-POJ-0010,source8,"Translation of a press release from 28 August 2015 of the regional authority of the province Upper Austria ""Economic and social empowerment for women affected by violence"", page 2  (accessed 22 July 2019)",,,,,,,,
INDIGO-POJ-0010,source9,"Translation of a press release from 28 August 2015 of the regional authority of the province Upper Austria ""Economic and social empowerment of women affected by violence"", page 2  (accessed 22 July 2019)",,,,,,,,
INDIGO-POJ-0010,source10,"1) The Federal Minister of the Austrian Public Emloyment Service announced in a press release in 11/2018 that the programme will receive funding for another year, but it could not be verified whether the programme was actually continued. The programme is supposed to be continued by the Austrian Public Emloyment Service from 2020. 2) Considering the context, ""project duration"" was interepreted as service delivery duration (""which stipulates that for the duration of the project (from September 2015 to August 2018) a defined number of women affected by violence will be placed in jobs""). 3) Key source: The first Austrian social impact bond: Economic and social empowerment for women affected by violence (Juvat). 4) Further co-operation partners: Austrian Public Employment Service and federal state ""Upper Austria"" (provider side) and federal state ""Upper Austria"" and Federal Ministry for Education and Women (commissioner side). 5) Figure in max outcomes funding is described as ""Premium (amount corresponds to the funding provided including 1% p.a. interest on the loans)"" 6) The press release reports that the targets were not met, so no outcomes payments were made. However, it is not possible to reconcile the reported numbers of target and achieved outcomes.",,,,,,,,
INDIGO-POJ-0010,source11,Report: 'PROSPECT:EMPLOYMENT - The first Austrian Social Impact Bond: Economic and social empowerment for women affected by violence'. Sozial Ministerium. ,,,https://publicadministration.un.org/unpsa/Portals/0/UNPSA_Submitted_Docs/2018/0A57D873-4184-4551-97C0-CDBACE93309B/sib_info.pdf?ver=2018-02-26-075746-270,,,,,
INDIGO-POJ-0011,source1,"Translation of the french version of the article by T. Dermine, M. Le Grelle and F. Simonart  ""Social Impact Bonding"" ( English version published in Standford Social Innovation Review, 2016), p. 5 (accessed 26 July 2019)",,,,,,,,
INDIGO-POJ-0011,source2,Blog by P.L. Christiane  Celebrating the one year anniversary of a Belgian premiere (published 26 February 2015) Evap Website  (accessed 26 July 2019),,,,,,,,
INDIGO-POJ-0011,source3,"Translation of the french version of the article by T. Dermine, M. Le Grelle and F. Simonart  ""Social Impact Bonding"" (English version published in Standford Social Innovation Review, 2016), p. 5 (accessed 26 July 2019)",,,,,,,,
INDIGO-POJ-0011,source4,"Translation of the french version of the article by T. Dermine, M. Le Grelle and F. Simonart ""Social Impact Bonding"" ( English version published in Standford Social Innovation Review, 2016), p. 5 (accessed 26 July 2019) https://www.duoforajob.be/wp-content/uploads/2017/04/SocialImpactBonding_FR_v2.pdf",,,,,,,,
INDIGO-POJ-0011,source5,Blog by P.L. Christiane  Celebrating the one year anniversary of a Belgian permiere (published 26 February 2015) Evap Website  (accessed 26 July 2019),,,,,,,,
INDIGO-POJ-0011,source6,Provider website,,,,,,,,
INDIGO-POJ-0011,source7,"Translation of the french version of the article by T. Dermine, M. Le Grelle and F. Simonart  ""Social Impact Bonding"" (English version published in Standford Social Innovation Review, 2016), p. 5 (accessed 26 July 2019) https://www.duoforajob.be/wp-content/uploads/2017/04/SocialImpactBonding_FR_v2.pdf; Stibbe structures first SIB in Europe, Stibbe Website (accessed 26 July 2019) https://www.stibbe.com/en/csr/pro-bono/stibbe-structures-first-sib",,,,,,,,
INDIGO-POJ-0011,source8,Social Finance Impact Bond Global Database (accessed 26 July 2019),,,,,,,,
INDIGO-POJ-0011,source9,"Translation of the french version of the article by T. Dermine, M. Le Grelle and F. Simonart  ""Social Impact Bonding"" (English version published in Standford Social Innovation Review, 2016), p. 5 (accessed 26 July 2019) https://www.duoforajob.be/wp-content/uploads/2017/04/SocialImpactBonding_FR_v2.pdf; Translation of the blog by S. Steisel ""Social Impact Bonds: a bond towards social innovation"", Degroof Petercam Website (published 27 June 2014) (accessed 26 July 2019) https://blog.degroofpetercam.com/fr/philanthropie/519/social-impact-bonds-un-bond-vers-linnovation-sociale",,,,,,,,
INDIGO-POJ-0011,source10,"A. Parkinson Making Sense of Social Impact Bonds for Companies (October 2015), page 7 (accessed 26 July 2019)",,,,,,,,
INDIGO-POJ-0011,source11,"1) Translation of the french version of the article by T. Dermine, M. Le Grelle and F. Simonart  ""Social Impact Bonding"" (English version published in Standford Social Innovation Review, 2016), p. 5 (accessed 26 July 2019) https://www.duoforajob.be/wp-content/uploads/2017/04/SocialImpactBonding_FR_v2.pdf 2) Translation of the french version of the article by T. Dermine, M. Le Grelle and F. Simonart  ""Social Impact Bonding"" (English version published in Standford Social Innovation Review, 2016), p. 5 (accessed 26 July 2019) https://www.duoforajob.be/wp-content/uploads/2017/04/SocialImpactBonding_FR_v2.pdf ) 3) Self; E. Gustafsson-Wright, S. Gardiner and V. Puchta, The Potential and Limitations of Impact Bonds (July 2015), page 125 (accessed 26 July 2019) https://www.brookings.edu/wp-content/uploads/2016/07/Impact-Bondsweb.pdf",,,,,,,,
INDIGO-POJ-0011,sourcehackandlearn2020,Hack and Learn - September 2020,,,,,,,,
INDIGO-POJ-0012,source1,"Interpretation of VDAB Young people in Antwerp learn digital techniques thanks to Social Impact Bond, Press release 23 January 2019 accessed on 27/07/2019 at https://www.vdab.be/nieuws/pers/antwerpse-jongeren-leren-digitale-technieken-dankzij-social-impact-bond",,,,,,,,
INDIGO-POJ-0012,source2,"VDAB Innovative way of getting young people into jobs, N.D. p. 2 accessed on 27/07/2019 at https://partners.vdab.be/sites/web/files/doc/partners/projecten/press%20release%20SIB%20Flanders%20%286%29.pdf",,,,,,,,
INDIGO-POJ-0012,source3,"VDAB Innovative way of getting young people into jobs, N.D. p. 1 accessed on 27/07/2019 at https://partners.vdab.be/sites/web/files/doc/partners/projecten/press%20release%20SIB%20Flanders%20%286%29.pdf",,,,,,,,
INDIGO-POJ-0012,source4,"VDAB Investing in success: resolving a complex problem by means of Social Impact Bonds, N.D, p. 1 accessed on 27/07/2019 at https://partners.vdab.be/sites/web/files/doc/partners/projecten/sib-webpage%20%281%29.pdf and VDAB Innovative way of getting young people into jobs, N.D. p. 1 accessed on 27/07/2019 at https://partners.vdab.be/sites/web/files/doc/partners/projecten/press%20release%20SIB%20Flanders%20%286%29.pdf",,,,,,,,
INDIGO-POJ-0012,source5,"VDAB Innovative way of getting young people into jobs, N.D. p. 2 accessed on 30/07/2019 at https://partners.vdab.be/sites/web/files/doc/partners/projecten/press%20release%20SIB%20Flanders%20%286%29.pdf",,,,,,,,
INDIGO-POJ-0013,source1,"BNP Paribas Fortis (accessed on 7 April 2020), https://dixit.bnpparibasfortis.be/fr/article?id=16473b0b-b829-64b2-8a14-ff00008cb533",,,,,,,,
INDIGO-POJ-0013,source2,"BNP Paribs(accessed on 7 April 2020), https://group.bnpparibas/en/news/bnp-paribas-structures-10th-social-impact-bond-worldwide-1st-belgium",,,,,,,,
INDIGO-POJ-0014,source1,"(The Stone Family Foundation, 2018) Cambodia Rural Sanitation Development Impact Bond http://www.thesff.com/water-and-sanitation/rural-sanitation-in-cambodia/dib/",,,,,,,,
INDIGO-POJ-0014,source2,"(Devex, 2019) Development impact bond targets sanitation in Cambodia https://www.devex.com/news/development-impact-bond-targets-sanitation-in-cambodia-96056",,,,,,,,
INDIGO-POJ-0014,source3,"(Devex, 2019) Development impact bond targets sanitation in Cambodia https://www.devex.com/news/development-impact-bond-targets-sanitation-in-cambodia-96056 and (Social Finance, 2019) Fact sheet on Cambodia rural sanitation DIB (internal document)",,,,,,,,
INDIGO-POJ-0014,source4,"(Social Finance, 2019) Case Study - Cambodia Rural Sanitation DIB (internal document)",,,,,,,,
INDIGO-POJ-0014,source5,"(Social Finance, 2019) Fact sheet on Cambodia rural sanitation DIB (internal document)",,,,,,,,
INDIGO-POJ-0014,source7,Report: 'The Cambodia Rural Sanitation DIB: Lessons learnt from the first year',,,,,,,2021-03-12,
INDIGO-POJ-0015,source1,Save the children. September 2018. Investing in Maternal and Child Health: Development Impact Bonds. Available at: https://www.savethechildren.org/content/dam/usa/reports/health/maternal-and-child-health-sept-%202018.pdf; page 13.,,,,,,,,
INDIGO-POJ-0015,source2,Information provided by Social Finance July 2019,,,,,,,,
INDIGO-POJ-0015,source3,"Global Financing Facility. April 05, 2019. First-of-its-kind development impact bond launched in Cameroon to save newborn babies. Press Release. Available at: https://www.globalfinancingfacility.org/first-its-kind-development-impact-bond-launched-cameroon-save-newborn-babies.",,,,,,,,
INDIGO-POJ-0015,source4,"Grand Challenges Canada website, accessed on 2 Septmeber 2019) https://www.grandchallenges.ca/2019/first-of-its-kind-development-impact-bond-launched-in-cameroon-to-save-newborn-babies.",,,,,,,,
INDIGO-POJ-0015,source5,Save the children. September 2018. Investing in Maternal and Child Health: Development Impact Bonds. Available at: https://www.savethechildren.org/content/dam/usa/reports/health/maternal-and-child-health-sept-%202018.pdf; page 13 and 16.,,,,,,,,
INDIGO-POJ-0015,source6,Save the children. September 2018. Investing in Maternal and Child Health: Development Impact Bonds. Available at: https://www.savethechildren.org/content/dam/usa/reports/health/maternal-and-child-health-sept-%202018.pdf; page 13-15.,,,,,,,,
INDIGO-POJ-0015,source7,"Save the children. September 2018. Investing in Maternal and Child Health: Development Impact Bonds. Available at: https://www.savethechildren.org/content/dam/usa/reports/health/maternal-and-child-health-sept-%202018.pdf, page 14.",,,,,,,,
INDIGO-POJ-0015,source8,"Save the children. September 2018. Investing in Maternal and Child Health: Development Impact Bonds. Available at: https://www.savethechildren.org/content/dam/usa/reports/health/maternal-and-child-health-sept-%202018.pdf, page 14\nInformation provided by Social Finance July 2019\nDate\nContact",,,,,,,,
INDIGO-POJ-0015,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0015,source9,Email correspondence with Social Finance UK.,,,,,,,,
INDIGO-POJ-0016,source1,Ecorys (2019) Cameroon Cataract Bond: A case Study produced as a part of the Cameroon Cataract Bond Evaluation. P. Cover page.,,,,,,,,
INDIGO-POJ-0016,source2,Ecorys (2019) Cameroon Cataract Bond: A case Study produced as a part of the Cameroon Cataract Bond Evaluation. P.1.,,,,,,,,
INDIGO-POJ-0016,source3,Ecorys (2019) Cameroon Cataract Bond: A case Study produced as a part of the Cameroon Cataract Bond Evaluation. P.3-4.,,,,,,,,
INDIGO-POJ-0016,source4,Ecorys (Forthcoming) Independent Evaluation of the Development Impact Bonds (DIBs) Pilot programme. P.21.,,,,,,,,
INDIGO-POJ-0016,source5,Ecorys (2019) Cameroon Cataract Bond: A case Study produced as a part of the Cameroon Cataract Bond Evaluation. P.7.,,,,,,,,
INDIGO-POJ-0016,source6,Ecorys (2019) Cameroon Cataract Bond: A case Study produced as a part of the Cameroon Cataract Bond Evaluation. P.4.,,,,,,,,
INDIGO-POJ-0016,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0016,source9,Email correspondence with Sagana on 24th October 2022,,,,,,,,
INDIGO-POJ-0017,source1,"Johnson Shoyama Graduate School of Public Policy, ""Assessing Social Impact Bonds in Canada (Khovrenkov et al., 2018) - p.2",,,,,,,,
INDIGO-POJ-0017,source2,"Johnson Shoyama Graduate School of Public Policy, ""Assessing Social Impact Bonds in Canada (Khovrenkov et al., 2018) - p. 2",,,,,,,,
INDIGO-POJ-0017,source3,"Saskatchewan Government, ""Social Impact Bonds Will Improve Graduation Rates for Mother Teresa Middle School Students"" (15/09/2016), p. 1 (accessed 23 July 2019) https://www.saskatchewan.ca/government/news-and-media/2016/september/15/social-impact-bond-for-mtms",,,,,,,,
INDIGO-POJ-0017,source4,"Saskatchewan Government, ""Social Impact Bonds Will Improve Graduation Rates for Mother Teresa Middle School Students"" (15/09/2016), p1. (accessed 23 July 2019)  https://www.saskatchewan.ca/government/news-and-media/2016/september/15/social-impact-bond-for-mtms",,,,,,,,
INDIGO-POJ-0017,source5,Individual charity websites,,,,,,,,
INDIGO-POJ-0017,source6,"Saskatchewan Government, ""Social Impact Bonds Will Improve Graduation Rates for Mother Teresa Middle School Students"" (15/09/2016), p.1 (accessed 23 July 2019) https://www.saskatchewan.ca/government/news-and-media/2016/september/15/social-impact-bond-for-mtms",,,,,,,,
INDIGO-POJ-0017,source7,"Social Finance SIB project summary (accessed 23/07/2019), https://sibdatabase.socialfinance.org.uk/?project_id=72",,,,,,,,
INDIGO-POJ-0017,source8,"Saskatchewan Government, ""Social Impact Bonds Will Improve Graduation Rates for Mother Teresa Middle School Students"" (15/09/2016), p1. (accessed 23 July 2019) https://www.saskatchewan.ca/government/news-and-media/2016/september/15/social-impact-bond-for-mtms",,,,,,,,
INDIGO-POJ-0017,source9,"Saskatchewan Government, ""Social Impact Bonds Will Improve Graduation Rates for Mother Teresa Middle School Students"" (15/09/2016), page 1 (accessed 23 July 2019)  https://www.saskatchewan.ca/government/news-and-media/2016/september/15/social-impact-bond-for-mtms",,,,,,,,
INDIGO-POJ-0017,source10,"Social Finance SIB project summary (accessed 23/07/2019), https://sibdatabase.socialfinance.org.uk/?project_id=72; Saskatchewan Government, ""Social Impact Bonds Will Improve Graduation Rates for Mother Teresa Middle School Students"" (15/09/2016), p.1 (accessed 23 July 2019) https://www.saskatchewan.ca/government/news-and-media/2016/september/15/social-impact-bond-for-mtms",,,,,,,,
